Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss After Update
18.83479905128479	48	48.7619047619	15.3836795459	81.0	26.0	48.7619047619	15.3836795459	1024	49853	0.0179945
19.068603038787842	49	54.2105263158	29.0019580961	157.0	27.0	54.2105263158	29.0019580961	1030	50883	0.0162403
19.30463218688965	50	54.6315789474	30.566942113	144.0	20.0	54.6315789474	30.566942113	1038	51921	0.0164575
19.553824186325073	51	50.9047619048	19.013540944	100.0	26.0	50.9047619048	19.013540944	1069	52990	0.0173388
19.788758993148804	52	45.2173913043	16.6653937762	87.0	14.0	45.2173913043	16.6653937762	1040	54030	0.0179821
20.012174129486084	53	56.8888888889	13.5642048909	80.0	31.0	56.8888888889	13.5642048909	1024	55054	0.0186766
20.250214099884033	54	56.8947368421	24.3221682223	116.0	24.0	56.8947368421	24.3221682223	1081	56135	0.0172324
20.47896718978882	55	50.65	15.7202894375	92.0	27.0	50.65	15.7202894375	1013	57148	0.0177753
20.722822189331055	56	57.1578947368	26.5771234392	117.0	24.0	57.1578947368	26.5771234392	1086	58234	0.0168838
20.954362154006958	57	59.4117647059	20.5141524277	107.0	29.0	59.4117647059	20.5141524277	1010	59244	0.0180209
21.1828510761261	58	64.625	16.2322017915	98.0	29.0	64.625	16.2322017915	1034	60278	0.017999
21.41954016685486	59	52.65	18.2353365749	95.0	28.0	52.65	18.2353365749	1053	61331	0.0172106
21.65561318397522	60	48.7619047619	22.8866872551	125.0	16.0	48.7619047619	22.8866872551	1024	62355	0.0168475
21.894095182418823	61	47.3181818182	17.5509294331	86.0	19.0	47.3181818182	17.5509294331	1041	63396	0.0173528
22.1319899559021	62	60.8823529412	31.7284106366	149.0	20.0	60.8823529412	31.7284106366	1035	64431	0.0162988
22.373017072677612	63	51.85	20.540873886	88.0	23.0	51.85	20.540873886	1037	65468	0.0174952
22.604712963104248	64	58.5	33.0744110555	158.0	27.0	58.5	33.0744110555	1053	66521	0.0161886
22.85307216644287	65	52.45	19.4562971811	109.0	22.0	52.45	19.4562971811	1049	67570	0.0171765
23.093789100646973	66	58.9411764706	18.953412197	99.0	32.0	58.9411764706	18.953412197	1002	68572	0.0177032
23.316219091415405	67	59.2352941176	34.7639593828	153.0	19.0	59.2352941176	34.7639593828	1007	69579	0.0168702
23.56013011932373	68	64.5294117647	26.1918659288	128.0	34.0	64.5294117647	26.1918659288	1097	70676	0.0166527
23.793569087982178	69	50.7	24.3065834703	117.0	19.0	50.7	24.3065834703	1014	71690	0.0164971
24.035792112350464	70	53.1052631579	12.850946051	71.0	22.0	53.1052631579	12.850946051	1009	72699	0.0179903
24.26893901824951	71	57.7222222222	28.830550069	131.0	22.0	57.7222222222	28.830550069	1039	73738	0.0164525
24.5127170085907	72	63.5294117647	20.1088732157	99.0	23.0	63.5294117647	20.1088732157	1080	74818	0.0173159
24.74946117401123	73	59.2941176471	19.1180995422	97.0	28.0	59.2941176471	19.1180995422	1008	75826	0.0176342
24.97951316833496	74	63.5625	17.909385633	114.0	32.0	63.5625	17.909385633	1017	76843	0.0177049
25.208539962768555	75	66.7333333333	26.923265445	126.0	37.0	66.7333333333	26.923265445	1001	77844	0.0171458
25.4514479637146	76	58.3888888889	21.2528139023	94.0	29.0	58.3888888889	21.2528139023	1051	78895	0.0174295
25.68376612663269	77	62.1764705882	29.3522928138	140.0	34.0	62.1764705882	29.3522928138	1057	79952	0.0163756
25.926443099975586	78	65.6875	36.2314068696	153.0	13.0	65.6875	36.2314068696	1051	81003	0.0167252
26.153874158859253	79	63.0625	23.2310911012	112.0	29.0	63.0625	23.2310911012	1009	82012	0.0174658
26.3998601436615	80	54.6315789474	19.668865395	104.0	28.0	54.6315789474	19.668865395	1038	83050	0.0174828
26.658735036849976	81	68.375	25.0196797541	109.0	32.0	68.375	25.0196797541	1094	84144	0.0165622
26.900354146957397	82	53.2631578947	17.5194391441	96.0	27.0	53.2631578947	17.5194391441	1012	85156	0.0175292
27.14309310913086	83	60.9411764706	32.0229156703	169.0	26.0	60.9411764706	32.0229156703	1036	86192	0.0157865
27.37552309036255	84	81.2307692308	31.0561621438	143.0	43.0	81.2307692308	31.0561621438	1056	87248	0.0169321
27.622899055480957	85	66.3125	21.1030766418	97.0	21.0	66.3125	21.1030766418	1061	88309	0.0171307
27.855976104736328	86	57.2777777778	16.6993198649	97.0	36.0	57.2777777778	16.6993198649	1031	89340	0.0175697
28.109958171844482	87	69.7333333333	24.1453009001	137.0	43.0	69.7333333333	24.1453009001	1046	90386	0.0168265
28.35046410560608	88	60.0	18.6200398054	97.0	31.0	60.0	18.6200398054	1020	91406	0.017628
28.595219135284424	89	81.0769230769	26.9913420263	133.0	43.0	81.0769230769	26.9913420263	1054	92460	0.0173879
28.827885150909424	90	62.875	23.4250800426	127.0	31.0	62.875	23.4250800426	1006	93466	0.0170285
29.055618047714233	91	64.1875	14.6808495582	86.0	43.0	64.1875	14.6808495582	1027	94493	0.0174932
29.290110111236572	92	61.2352941176	20.3831805281	97.0	26.0	61.2352941176	20.3831805281	1041	95534	0.0171866
29.525339126586914	93	65.1875	26.8333252459	120.0	32.0	65.1875	26.8333252459	1043	96577	0.0173443
29.753565073013306	94	86.8333333333	38.5591176709	160.0	38.0	86.8333333333	38.5591176709	1042	97619	0.0169546
29.988238096237183	95	55.5789473684	16.8095079282	87.0	30.0	55.5789473684	16.8095079282	1056	98675	0.0171498
30.216438055038452	96	61.1764705882	17.3348859211	102.0	32.0	61.1764705882	17.3348859211	1040	99715	0.0174067
30.430794954299927	97	62.875	16.0307322041	93.0	39.0	62.875	16.0307322041	1006	100721	0.0182478
30.65750813484192	98	70.0666666667	20.7636434396	106.0	30.0	70.0666666667	20.7636434396	1051	101772	0.017069
30.891682147979736	99	68.0625	27.7071036695	141.0	30.0	68.0625	27.7071036695	1089	102861	0.0161322
